formula,target
H1 B1 Co1 O9 P2 Pb1,15
Mn0.85 Ni0.15,2
Co1 Te1,2
As2 O5,7
Fe0.6 Mn1.4 P1,4
Rh3 Te2,4
O3 Pb1 Ti0.485 Zr0.515,4
Eu10.1 Hg54.9,20
Co0.9 Hf0.5 Rh0.1 Sb0.99 Sn0.01 Zr0.5,3
Cl4 Pd1 Tl2,3
Al5.64 Fe0.96 Pd1.04,8
Gd1 Pd3,2
Co2 K5 N12 O24 Y1,7
Al1 Ni1 Pr1,4
Se2 V1.04,3
C1 Fe6 W6,4
Cu2 Gd1 La0.02 O8 Ru1 Sr1.98,7
Re1 Si1 Zr1,4
Pt0.4 Re0.6 Ti1,2
Ba3 Mn2 O8,5
La1.84 Li2 Nb0.48 O10 Ti2.52,8
Ba5 Cl2 O9 Ru1.6 W0.4,7
Ba2 Cl1 Co4 O7,10
Ce4.726 Mg45.334 Y4.92,18
Co1.15 Nb1 Sn1,3
Ca3 Mg3 O16 P4,20
Ca1.46 Cl1 N1 Sr0.54,3
Co0.85 Li1.15 O2,3
B153 Ge1.7,20
Al0.0565 Cu0.9434,1
Ba2 Ir1 Lu1 O6,6
Pb1 Pd3,2
Pt3 Zn1,2
Co5 Fe1 Ga6 Zr1,4
B4 K3 O12 Tm3,20
Al0.1 Fe0.9 O3 Tb1,4
Ru4 Si12 Tb3,8
Co15.5 Na5 O36 Te6,10
N1 W0.6,3
Ag1 Gd1 Sn2,2
Ba1.5 Ca0.28 Cu2 Hg0.7 O7.54 Sr1.22 Tl1.3,7
C2 Br5 Ce4,5
Fe1 Li0.63 O4 P1,6
Co1.63 Mo0.37 Zr1,2
Ba1 Cu3 La4 Mn2 O13.86,9
Ga0.5 S2 Se2 V2,5
Er5 Rh6 Sn18,8
Cu0.96 Mn0.04,1
Mn0.4 Na0.1 Ni0.5 O2 Ti0.1,3
Cr2 S2.8 Se1.2 Zn1,3
Ca0.9 Dy0.1 Mn1 O3,4
Ca2 Cl3 Ge1 La1 S4,5
As1 Cu0.95 Mn1,3
Au3 Ge1 Sr1,4
Ni1.014 Sn1 Ti0.997,4
Cd0.31 O4 Pt3,3
F6 Li1 P1,3
H4 Cu1 F8 Fe2 O2,10
Fe16 N2,4
H4 Ga1 O6 P1,12
Ag2 Hg1 I2 S1,4
Ba3 Cu15.61 S5.32 Te6.18,8
B2 Mg1 Ni6.7,5
Co3 In1.2 S2 Sn0.8,4
C4 H66 As3 K12 Mo2 N1 O131 S2 W30,20
Cu0.8 Mn1.2 O10 Te4,6
Co9 Nd1 Si2,4
Mo2 O14 P2 Te1 Tl2,11
Ga0.7 Ge0.4 Mn6.3 O12 Si0.6,8
Co2 Nd0.5 Y0.5,2
Cu0.4 Dy1 Ge2,4
Cl2 Cs6 Ge4 Na2 O20 U3,19
Fe1.5 Li0.5 O4 P0.5 Si0.5,6
Al20 Lu1 V2,5
H2 In1 Li1 O8 P2,7
Dy0.5 Fe1 O3 Y0.5,4
Al0.3 Ba2 Cu2.7 Nd1 O6.7,7
C6 H50 B28 Mn4 O100 V10,20
Ba3 P4 S16 Tb2,13
Ge2 La1 Mg2.6,6
Co1 Si1 U1,3
Br1 O4 Y3,6
P12 Ru19 Yb5,10
Cu6 S6,4
Al24.6 Yb8 Zn41.4,8
Cd1 Ge1 Sr1,3
K0.3 O3 Ta0.025 V0.025 W0.95,4
Ca0.2 O6 Ru1 Sr1.8 Y1,6
Lu1 P1,2
Ba1 F2.81 Li1 O0.095,3
Be2 La2 O5,6
Ba2 Co0.12 Cu2.88 O6.93 Y1,7
Ca0.2 Co1 La0.7 O3 Tb0.1,4
Nb0.226 O5 Ta0.774 V1,6
O3 Sr1 Ti0.825 Zr0.175,4
Fe0.1 La2 Ni0.9 O4.2,5
B3 Cd4 Eu0.7 Gd0.3 O10,11
Nb0.3 O3 Sr0.85 Zr0.7,4
Fe0.55 Ge0.15 V0.3,4
Al1 Ce1 Si2,4
Ca0.8 Cr1 O3 Sr0.2,4
Fe0.58 Li1.14 O4 Ti1.28,3
Bi8 Fe3.4 Se16 Sn0.6,8
Al3 Fe7 Lu1 Si2,4
Cu0.99 Yb0.01,1
Br0.6 I0.4 Li1,2
Ba1 Ni1 O3,3
In1 Lu3 N1,3
H15 Cl5 Co1 N5 Pd1,20
Ce4 P1.77 Si1.23,2
Ca3.14 Mg0.89 O16 Si4 Sr3.98,20
Ba1 Ca1 Ga4 O8,6
Cs2 O12 U2 V2,9
Al6 Cl24 Na1 Sb7 Te8,20
Ba1 Fe0.85 O2.8 Ti0.15,6
Cu3 Er2 S5 Tl1,7
C1 Ca1 F1 O3 Rb1,7
Cu1.24 Te4 Zr2,5
Ca1 O6 P2,20
Pd17 Se15,7
Eu0.02 F3 Gd0.06 K1 Mg0.92,3
Bi0.97 Cl1 O1 Sm0.03,3
Cd1 Cl3 K1,5
Cl11 Cs1 Nb4,8
Bi1.25 Mn1.51 O7 Sb1.14,4
Ga15.38 K15.36 O80 Si24.62,9
B2 Dy3 Ni7,6
Fe0.4 Se2 Zr1,5
Al2 Co0.541 Mg0.459 O4,3
Cd1 Pr1 Tl1,3
H6 I1 Na1 O7,7
C14 H28 Cl4 Cu1 N6,20
Ag0.75 Fe1 Mn2 Na1.25 O12 V3,12
Ge4 Li2 O9,15
C8 H4 Cs4 Mo4 O16 S4,20
Dy1 Ni1.92 Re0.08,2
Co2 Er6 Ga1,7
Bi0.55 Mn1 O3 Sr0.45,4
Mo1 Si6 Ti2,2
Co1 Ir1 O6 Sr2,5
Rh0.92 Ta0.08,1
C18 Ho10 Mn13,6
Al0.5 Ba1 Fe1.5 O4,15
Al2 Hg1 S4,4
Ba0.32 Cr0.68 La0.68 O3 Ti0.32,3
Ba1 Na2,3
Bi1 Cu3 S3,7
Ca2 Cr1 O6 Os1,6
Gd1.125 Ge1.875,2
Ca1 Ge2 Ru2,3
Co1 Ni1 Zr1,2
Br3 Mo1 O1,4
Ag2 O3 S1,6
Cd2 Se1 Te1,2
H3 Al1.87 Ba1 Fe1.32 Mg0.61 Mn0.085 O15 P3,16
C0.8 S1.2 U2,2
As2 Ba0.99 K0.01 Zn2,3
O20 P5 Ti3 Tl3,20
Ba3 Ir2 O9 Y1,9
K1 Na3 O5 W1,8
Co0.1 In2.9 La4.725,4
Co1 La0.5 O4 Sr1.5,4
Co2 Ga1 La1 O9 Sr3,8
Al6 Er1 Mn6,4
K2 O6.7 P0.861 W0.814 Y0.796,8
Ga0.6 Mn0.1 Se1,2
Be1 Pt3 Th1,6
B3 K1 O9 Sm0.079 Sr3.92,13
Eu4.25 F0.5 Na0.75 O12.5 Si3,7
H12 B3 Li1 N2,10
Lu2 Ru3 Si5,6
Ba3 Mn1 O8 Si2,6
Ba16 O37 Re6,20
O1.9 Sc0.108 Yb0.09 Zr0.801,2
N2 O8 Pb3,11
Br8 Hg2 Pd1 Rb2,6
Co2 Si0.2 Zr0.8,2
Pb1 S0.12 Se0.12 Te0.76,2
Se4 Yb2.667,2
Cu1.984 Ga0.97 O7 Sr2 Y1,8
Fe0.1 La0.6 Mn0.9 O3 Pr0.1 Sr0.3,3
Bi0.01 Cd0.994 Cl3 Cs0.997,6
Al7.4 Mn4.6 Sc1,4
Dy0.84 Mg2.16,3
Ag1 In1 Sr1,4
La7 Pd3,4
Ba2 Fe10 Ni1 O22 Sn2,11
Al10 Mn3,4
Pd1 Sn1,2
K3 Nd1 O15 Si6,20
Ag3 Hg1 O4 V1,3
C1 Eu1 F3 Na2 O3,10
Cu1 O1 Sb1 Se2 Sr1,6
F2 Mg1,2
Ag2.95 O12 V4,20
Ba0.88 Bi0.12 K0.04 O3 Sn0.08 Ti0.88,3
Cu0.65 Nb1 S2,3
Fe1.087 Te1,3
Ba2 Ca1.93 Cu2.862 O9 Tl1.07,9
Al3.3 Nd6 Se14,6
Ge4 Pd4 Yb3,5
Co0.23 O4 Sb0.67 Zn2.1,3
Al4.84 B1.6 Ca1.9 Mg2.73 Na0.1 O20 Si2.83,20
Ga1 Pr1 Zn1,3
Ga0.56 Sb0.44 V2.93,2
Eu2 O12 W3,9
C1 Ga1 Mo4 S8,5
Fe0.75 Pd0.25,1
H6 In1 N1 O6 P2,10
Ba2 Cl2 Co1 O6 Se2,6
Fe2 S4 Sr1,5
Ce1 Co4 Mg1,3
O3 Pb0.97 Ti0.49 Zr0.51,4
O2.016 Sn0.04 Y0.04 Zr0.92,2
Cu0.525 Li1.475 S4 Sn1 Zn1,8
Ba1.34 Ce0.66 Cu2.85 Eu2 O8.54,8
K0.98 Nb1 O3,4
H2 Br2 O7 Sr1,7
Mg2 Na2 O15 Si6,16
Ca1 O5 Si1 Ti0.71 Zr0.29,6
Mg1.728 O4 Ti1.1 Zn0.072,5
Na4 P2 Se6,5
Ge13 Ru4 Yb3,4
C6 Fe2.33 N6,5
B1 O12 Rb3 Se3,11
In1.5 Sb1.5 Zr5,3
Bi3.05 Ca1.31 Cl1 Nb2 O11 Sr0.65,9
Ca0.07 O1.93 Zr0.93,2
Nb5 O14 Pr1,15
Al6 O19 Sr10,20
La1 Mn0.7 O3 Ru0.3,3
La3 Mn4 Sn4,5
Br4 Ge4 S6,14
H4 Na2 O6 W1,13
C2 Ta1 V1,2
C3 Br2 O1 S2,8
Na0.1 Sb1.9 Te2.9,3
Ca2 Pt3 Sn5,10
Ca1 Fe1.5 O12 P3 Sb0.5,5
Ba1 O2.79 Sc0.6 Ti0.4,3
Na2 S5 Si2,9
Pd1 Sn1 Yb1,3
Ba6 Cl2 O12 Pt1 Ru2,8
Cl12 Mo1 Te2,9
Lu1 Zn2,2
As3 Fe2 Li3 O12,20
Ca1 Pb1 Zn1,3
Mn2 Si0.4 Ta0.6,3
Cl6 O2 Pb0.55 W2,5
Ag2 Ba4 Si6,5
Au2 Eu0.6 Si2 Yb0.4,3
Ca1 Li2 N4 Si2,6
Cs2 O4 Se1,6
Ga5 Lu2 Ni12,6
Au5.87 Ga46.63 Na17,20
H3 Al2 Ba0.937 Mn1.964 O15 P3,16
Al2 Dy0.5 Er0.5,2
Co1 Ga1.8 S4 V0.2,4
Mn1 O3 Zn1,3
La1 Mo5 O8,14
Ga6 La1,3
Ce0.5 Cu2.5 Eu1.75 O9 Pb0.5 Sr1.75,8
Cl5 K2 Pr1,6
K0.083 La0.667 Mn1 O3 Sr0.25,3
Bi2 Br9 K3,14
Ir3 Mg1.67 Sn5.33,3
K1 O9 W3,7
Ba3 Bi6.67 Se13,20
Al2 Fe0.1 Mg0.9 O4,3
Cu0.45 In3.17 Se5,10
Ca2 K2 O7 Si2,14
Ba1.4 Bi0.6 Co1 O6 Ru1,6
Eu1.332 Gd4.002 Se8,2
Ba0.4 Cu1 O5 Sr0.6 Y2,7
As4 Eu2 Na4 Si1,5
Co1 Ga2 Zr6,4
Cu0.96 Ti0.04,1
H5 Er1 O10 S2,7
Al0.1 B1 Mo0.9,2
Ca1 Ga3 Nd1 O7,6
Al8 Cr4 Th1,4
Cu0.98 In1 Se2,3
B2 Co5 P1,4
B1 O20 P5 Sr6,10
Ca4 S0.4 Sb2.4,2
C3 H18 F9 Ho1 O18 S3,12
H6 Li4 Os1,4
Al3 U0.4 Zr0.6,2
Fe0.65 Li0.7 Mn1.6 O4,3
H6 Cu1 Fe8 O50 Rb4 Se16,20
Mo5 O16 Te1,13
Cs1 Mn1 O12 P4,18
O5 Sc2 Ti1,5
In0.02 Mn1 Ni2 Sn0.98,3
Br0.757 Li6.192 P1 S5.24,6
Nb3 S1.72 Se2.28,3
Na0.66 Nb1 O2,3
In2 O7 Si2,5
Co2.75 Fe0.25 O3.962,3
Li1 Mg4 O12 V3,8
Ca0.5 Na1 O16 V6,12
Al1.46 Ca0.347 Na0.685 O8 Si2.54,14
Cs0.4 O6.25 Sb2 Y0.7,4
Cu1 Se7 Si1 Y3,6
F27 I2 K10 Nb6 O6,20
Fe1 Mn1 O3,5
B3 Ce1 O6,6
Cs8 Sn44,5
Cd1 Cu2 Zr1,3
As1 Pt1 Y1,4
Bi4 Br1 O8 Ta1,14
Cu1 O14 S2 Te2 Tm2,11
Co1 Fe1 Sn1,3
H12 Fe3.797 Mg1.203 Na0.365 O24 P4,20
Au0.1667 Cu0.1667 Ni0.1667 Pt0.3334 Sn0.1667,1
As1 Cl13 Nb1 P1,12
Ag2.5 Al22.13 O34.25,14
Ba1 Bi0.2 O3 Pb0.8,4
Ag1 Si1 Yb1,4
Co5 P3 Sm1,9
Ba11 O66.5 Ti28,20
Ba1 Ge1 O1 S2,5
Fe1.38 Li0.5 O4 V1.12,3
H8 B3 Cs1,8
Ag1 Bi3 Br2 S4,6
Ba8 Fe5.052 O24 Sc0.268 U2.68,4
Ca1 Cr1 F5,5
C1 Al0.74 W0.26,2
Bi2 Mn3 O2 Sr2,5
C6 K4 N6 Ni2,18
Cr0.35 Mo0.65,1
Nb1.82 O6.53 Pb1.03 Sn0.76,5
H81 Cr2 Mo12 N15 O69 Ru3,20
In3 Pt2.429 Sc3,4
Dy2 Mo1 O4.74,2
Ba1 Co2 O8 P2,7
H62 N12 Ni6 O40 S5,20
C6 H25 Mg1 N12 O10.5 S1,20
As5 Au1 Ba8,2
Fe0.58 Li1.86 Mn0.56 O4 Si1,6
K1 Li0.5 Na0.5 O7 P2 Zn1,12
Co21 Pr2 Si5,3
Al0.5 La9.83 O26.5 Si5.5,8
C2 H18 F6 N5 O10 Os1 S3,20
H2 Br2 Cs2 Hg2 I4 O1,13
Fe13 Pr6 Zn1,7
Ca0.51 Fe0.33 Mg0.35 Mn3.81 O15 Si5,20
Co2 Si3 Zr3,5
La1.24 Ni1 O4 Sr0.74,5
Ca0.75 F2.25 Y0.25,4
B14 Li1.8,11
Hg2 La1,2
Au4.723 Gd1.008 Ge1.301,11
Ce2 O9 Si1 Ti2,12
Au0.87 Ga0.13,2
Ba1 Ce0.85 O2.925 Y0.15,3
Ge3 La1,4
Co0.8 La1 Mn0.2 O3,3
Cr0.05 La0.5 Mn0.95 O3 Sr0.5,4
Mo15 Se19 Tl2,9
Fe2 Li8 Nd18 O39 Rh3,9
B1 Co2 Fe12 Pr1.86 Zr0.14,9
Ba2 Cu3 Nd1 O6.85,9
Fe0.3 La0.6 Mn0.7 O3 Pr0.1 Sr0.3,3
Fe6 K15 Te15,9
Al2.5 Er1 Ni2.5,5
Ba2 Ca0.787 Nb1.213 O5.823,4
Cr0.2 Fe1.8 Mg1 O4,3
P1 Se1 U1,3
Ba0.51 Ca0.48 O3 Sn0.17 Ti0.83,6
Ce3 Eu3 S8,2
Er0.06 Gd1.74 O12 W3 Yb0.2,9
Ce5 Ge4 Li3,10
C3 Ni21.325 Sm2.675,19
Ni1 Si1 Y1,3
Fe1 S1 Se1 Tl1,4
Cd58 Eu13,16
Cr1 Dy4 S7,7
C0.4 Er1,2
Co0.8 Fe0.2 La0.4 O3 Sr0.6,3
Pd4 Th3,4
As1 O5 Rb1 Zr1,16
Mo3.565 O11 Re0.435,15
Ni1 Si2 Tb3,6
Fe4 Mo3.02 O20 V1.98,16
F1 Fe1 Li2 Na0.16 O4 P1,15
B2 Nb0.667 Ni5.333 O10,20
Co0.15 Li1 Mg0.05 Ni0.8 O2,3
Ag3 Ni2 O4,5
Ge6 Lu2 Pd1,7
Al2 Ca1 Cl8,4
As1.3 Ba1 Fe2 P0.7,3
Al2 Cs3 O12 P3,14
Ca1 Hg1.25 Sn0.75,2
Re0.75 Rh0.25,1
As2 Ca1 Pd2,3
Cl1 Eu0.07 La0.89 Li0.04 O1,3
Ag1 Cs2 Nb1 Se4,4
C4.5 B1.5 Cr23,5
Mg23 Th6,5
Cr1.6 Li0.4 Ni0.4 O12 S3,8
Mg3 Nb6 O11,6
Cu1 Pb1 Pr1,3
Co1 In1 O3,4
Cl2 N3 Pr5 S2,12
Ga1.268 Se2 Yb0.066,2
Ba1.8 Cu3 O7.2 Sm1.2,7
C0.96 Al0.98 Fe16.02 Tb2,6
Co1.2 Fe1.6 O4 Sn0.2,3
B2 Ho1,2
Cr1.6 Cu0.2 Ni0.2 Zr1,3
Be3 Ru2,3
Cu0.5 K0.34 Nb2 P1 S10,15
As2 Ni1 O6,3
Co1 Dy2 Ge4,4
Al4.8 Ca0.396 Eu0.024 O12 Ta0.204 Y2.568,4
H2 F3 In3 O11 S1 Te2,20
Cr2 O3,2
Ho3 Tl5,5
Bi3 K1 S5,10
Bi10 Fe6 O38 Ti7,20
F2 Mg5.98 Na2 O22 Si8 V0.016,20
La1 O23 Sr7 Ti8,19
Co0.9375 Li2 Mn0.0625 O4 Si1,8
Fe1 Sb2 Tb6,4
As1 Au1 F14 Sb2 Xe1,19
Al0.6 Cr3 Si0.4,2
Dy1 La1,1
Bi1 Fe0.96 O6.25 Pb1 Sr1.96,7
Ba0.73 Ga0.73 Na0.73 Se2.19,10
Al0.67 Cr0.33 Nb1,5
Ba1 Fe2 Nd1 O5.129,7
S2 V1.11,3
La2 Pb1 Pd2,3
Al1 K0.96 Na0.04 O8 Si3,13
Be2 F8 K2 Pb1,5
Ba1 Fe1 Mn1 Nd1 O5.09,6
Cd0.5 La0.5 Mn1 O3,3
Nd2 Pb1 S4,2
Ce2 Ge5 Ir3,6
Cu4 Mo6 O20,20
Ba1 O4 Yb2,7
Ag2.87 F3 O8 P2 V2,9
Pb0.943 S1,2
Mn8 Mo3 Si8,16
C8 H24 Cl2 S2 Sb2 Sn1,20
O5 Ti1 Yb2,5
Hg2 I2 Te2,8
Al7 Fe5 Tb1,4
Co1 Fe4 Th1,3
Lu1 Pt2 Si2,3
Mo3 O16 Rb2 Se3,20
C4 Fe1 Sc3,4
Co1 O6 Ta2,4
Mn0.5 O2.71 Sm0.5 Sr0.5 Ti0.5,4
H4 Al0.3 B3 Cl0.4 Fe0.15 Mg6.05 O13,20
Eu2 Mg1 O7 Si2,6
Mn1 Na1 Nd1 O6 W1,10
Co0.32 Fe0.84 Mn0.84 Zr1,3
Ce0.3 O4 Sr0.6 W1,6
Fe6 Ge6 Tb1,11
Al3.57 La6 Ni3.67 Ru0.76 Sn1,7
C1 H10 Cl3 Mn1 N1 O2,17
Mg0.95 Ni0.05 O6 Ta2,4
Cl5 K2 Sb1,8
Pb1 Th1,2
Fe17 Gd2,6
Co1.13 Fe1.9 O4,4
Ca1 Li1 Si2,4
H12 K1 Mg1 O10 P1,17
Co2 P2 Sr1,3
Ba1.5 Eu1.5 N11 Si6 Yb1,12
Eu1 In2 S4,4
Cr0.76 Cu0.23 Fe2.01 O4,3
B1 O17 P2 Sm7,20
C2 Re1 W1,1
K2.6 Nb11.6 O30,10
Ga0.71 Nd1 Si1.29,3
Cu3 Fe3 La1 O12 Os1,4
Cu1 Pr3 S7 Si1,6
Co4 Gd3 Sn13,4
Cl3 Li15 P4 S16,6
Cd1 Ga1 Gd1,4
Al0.409 Ca1 Mg0.811 O6 Si1.78,6
Na4 O12 Si3 Sn2,6
Gd0.2 O5 Si1 Y1.8,8
Nd1 Os2,3
Ge42 K8 Zn4,6
Na1 O7 P2 Sc1,11
Am1 Os2,3
C4 Cl21 Cs3 Tb10,20
O6 Ta1.125 Tl1.125 W0.875,5
Co0.819 Sb0.5005 Te0.5005,2
Fe3 Sn3 Y0.5,4
Ge5.004 K2 Mg3 O30 Si6.996 Zn2,8
Ir2 Np1 Si2,5
Co1.334 Ga0.666 Ho1,3
Ag3 K3 P3 Se9,18
Ba2 Ca1 Cu2 O8 Tl2,7
B1 F1 N2 Sr2,6
Ca5.18 F1.01 O12.27 P3,7
La0.7 Mn0.839 O2.458 Sr0.1,3
Co0.3 Cu0.7 Mn1 Sb1,3
Cu4 O9.38 V2.15,17
Ir1.8 O7 Ti0.2 Y2,4
As2 Pd1 U1,4
Cr0.5 Fe1 Ga1.5 Se4,7
Al9 Ce1 Mn3,8
Mg4.42 Sb9 Sr9,20
Co0.8 Cr2 Ni0.2 S4,3
Co5 Sm0.5 Y0.5,3
Co3 F6 O6 Sb4,4
Li1 Nb2 Nd1 O7,7
La1 Na1 O8 S2,12
As2 Fe2 La0.2 Na0.8,3
F20 S8 Sb4,20
Al1.2 Er1 Eu1 N5.8 O1.2 Si2.8,7
Cl3 Ir1 Te6,3
Ba2 Cu1 Hg0.989 O4.21,5
C0.7 Al4 Fe0.14 Mg1.86 Na0.07 O18.96 Si5,15
Cs0.5 Nb1 O6 Te1 Tl0.5,3
Sb5 Ti1 U3,4
Gd10 O1 S14,8
In12 K2 Se19,13
F5 Rb1 Te1,10
Ag1 Nd3 S7 Si1,6
Ba0.28 O3 Sn0.063 Sr0.72 Ti0.937,3
Ba2 Cu3 O8 Pr1,7
H16 B20,9
Al2 Fe0.046 Mg0.954 O4,3
Al1.425 Co0.575 Tb1,2
Bi0.59 O7 Sn0.41 Ti8,7
Ir4 Si10 Y5,7
Bi0.9 Fe0.9 Ho0.1 O3 Ti0.1,3
Al4 Cs4 O48 Si20,11
Mo0.1 Ni0.9,1
Sb1 Zn1,2
Fe0.8 O4 Ti0.1002 Zn1.6 Zr0.4998,3
Cu0.91 La1.85 Ni0.09 O4 Sr0.15,4
Au1 Ca1 Sn1,15
Fe1 Mo1 Nd0.1 O6 Sr1.9,5
Cu1 Li2 O8 W2,7
Li1 Mn0.12 O4 P1 Zn0.88,20
Al3 Hf0.2 Ho0.8,2
As1 K1 O3,20
As4 Cd2 Ge1,5
Bi2 Co1 Tm6,4
C1.08 Fe17 Th2,6
Co0.87 Li1 Mg0.13 O2,3
Li2 Nb2 O7 Sr1,6
Ba2 Co2 F7 O3 P1,15
Al0.281 Li1.252 O12 P3 Ti1.718,6
H17 Cr1 N3 O13 P3,20
La0.8 Mn1 O3,3
B6 Ce1,2
Mg3 Mn1 Ni3 O8,4
Ge5 O12 Rb2 Zn1,4
Bi0.31 Ca5.64 Cu17 O29 Sr4.05,20
As2 Ba1 Pt1,4
Co1.78 La2 O6 Ti0.22,6
Dy1 Ga2.5 Ni2.5,5
H15 Al2 F2 O12 P1,13
N0.9 Ti1,2
Cu3.39 Mg1.76 Si0.85,3
Ga2 O12 S3,7
Br4.62 I3.38 P19.22 Sn24,6
H3.5 Al2.16 Ca0.35 Fe0.12 Mg0.39 Mn1.98 O14 Si3,20
C2 H2 O4 Pb1,9
H2 Mg0.9 Mn8.12 O18 Si4,18
Eu1 Ga1 O12 Rb2 Si4,20
Mg0.94 Y1 Zn1.06,4
Hf1 S4 Tl4,20
Ga0.78 In0.56 Se2,2
C2 Al1 Ti1.5 Zr1.5,5
Ba1 Ca0.3 Cu2.8 O7.8 P0.2 Sr1 Y0.7,9
Bi0.76 O1.11 Sr0.23,4
Fe2 Si2 Tb1,3
Dy2 Hf1 S5,6
Ba1 S1 Se2 V1,3
Eu0.7 Ge6 La1.3 O18 Sr3,15
Cd1 Cs1 Te3 Tm1,5
F1 O15 Pb2 Se3 V3,20
Ca3 Ir4 Sn13,4
Pt1 Si1 Ti1,3
Ca0.75 Nb0.375 O7 Sm1 Ta0.125 Ti1.75,4
Li1.74 O5 P1 V0.9,5
Mn1.78 Zn20.22 Zr1,5
Ba0.988 Br1 Eu0.012 F1,3
B15 Ca1 K7 Lu2 O30,13
Cl12 Te4 W2,9
Ni0.333 S2 Ti1,4
La1 Ni1 Sb3,8
Al0.4 Fe1.6 U1,2
Co12 P7 Th2,6
Sb5 Sc1 U3,4
Ca14 Mg2 O32 Si8,20
Nb0.33 Ni3 Ti0.67,4
Eu0.03 Gd0.97 O4 P1,6
Bi8.07 Eu11 Sn1.93,9
Au1 Sn1 U1,3
B2 Co1.5 O5 Zn0.5,9
Ga0.66 Ge0.34 S8 V4,4
Nb1 P0.95,1
O9 Rb2 Si3 Ti1,5
Ba1 O15 V10,10
Eu1 Ir1 Si3,4
Fe1.548 Mg0.347 Mn0.105 O4 Si1,6
Ge3 La1 Os1,4
Cd1 Cl1 S2 Sb1,5
Co2.2 Gd3 Si1.8,5
F1 Mo1 O4 Pr1,7
Pr5 Si3,4
C2 Br9 La5,12
Na2 O10 U1 W2,15
Cs1.6 K0.4 Mo3 O17 P3,20
Al3.8 Ca1.979 O24 Si8.2,7
Bi1.5 Li0.25 Mg0.75 Nb1.5 O6.875,4
Ba2 Cu1.086 O6.29 Tl1.914,7
Cr1.04 Fe1.96 O4,3
Co1 F7 Fe1 Na2,20
Al170.574 Fe34.672 Pd42.754,13
C3 H12 O15 U1,13
La1.75 Ni1 O4.16 Pr0.25,5
Al2 Sn2 Sr3,4
Cd0.25 Pb0.75 Te1,2
Cs2 Np2 O16 S3,11
C1 Cr3 Si2 U0.89,7
Ag1 La1 O1 S1,4
Na2 O16 P4 Zn5,14
C6 K4 N6 Re6 S6.508 Te1.492,7
Dy1.5 Fe27.516 Mo1.484 Nd1.5,13
C0.15 Al0.39 Ca0.99 Eu0.01 N2.85 Si1.5,4
Ag3.71 Ba4 Mn2 O4 Se4,5
O1 Ti0.92 V0.08,2
H0.48 Al1.98 Be3 Fe0.03 Na0.016 O18.24 Si6,7
C2 H3 Eu1 O6 P1,14
La3 O7.17 U1,2
Ag0.81 In0.19,1
F1 K2 O7 P2 Sb1,8
Ba1 Ge3 Pt1,4
I14 W6,11
Ba1 Ir1 O3,9
H1 Er1 Te1,3
Bi24 O40 P1.86,5
Er0.1 Ni1 Sn1 Zr0.9,3
Ir0.1 O4 Ru0.9 Sr2,4
Gd0.015 O1 Zn0.985,2
Ge1 Pb0.688 Se4 Sr1.312,6
H8 Mg7 O16 P2,17
Cs3 O29 P7 Ti5,20
Ag0.15 Mg1 Zn1.85,11
Al1 Sm2,3
As1 Cl1 O8 Pr4,7
Ga5.017 La3 O13.86 Si0.983,7
P7 V12,5
Fe2 O4 Tm1,4
Fe2 Na3 S4,6
Fe0.5 Gd1 O3 V0.5,4
H4 Cl3 K0.95 O2 Tl0.05 Zn1,11
Au4 Ce0.93 Si2,4
Ca0.81 Mn0.19 O3 Si1,16
Cs1 Cu1 Gd2 Te4,20
S1 Sn3 Zr5,4
Ge3 Li3 Se6,13
O4 Sn0.175 Ti0.525 Zn2 Zr0.3,3
O2 Rb1 Tl1,3
H8 Al1.1 B8 Ca5.24 Fe0.9 La2.62 O48 Si8 Y2.62,20
Pb1 Po1,2
As1 B2 Ir5 Mg2,5
Co5 Dy1,3
Li0.59 O2 V1,3
Ni18.56 Rh0.103 S32,6
F3.92 Yb0.5 Zr0.5,4
In6 Ni3 Pr1,7
Br4 Re6 Se7,4
Ag1 Eu1,2
C2 H14 B7 N2 Na1 O14,20
K1 O2,2
Ga5 Rh3,8
Ca1 Cr1 O7 P2,11
Cs2 Cu1 N4 O12,20
C4 H8 Ca1 O4 S4,20
Na0.88 Ni1.02 O28 P7 Sr9.04,18
Bi1 Fe2 Mn1 O6,7
H3.45 Er1 Fe2,9
I2 Zn1,2
Np2 S3,5
Cu5 Er4 Rb3 Te10,12
B74.5 Na8 Si17.5,10
Bi0.5 Ca0.5 Co0.75 Fe0.25 O3,4
C6 B2 Cs2 F18 N2 O1,20
Ag1 Bi0.5 Sb0.5 Se2,2
La0.33 O3 Ta1,5
Li0.97 Ni1.03 O2,3
Ga0.8 Si0.2 V3,2
Cr0.266 S4 V2.394,4
H8 Al12 K2 Na2 O48 Si12,20
Ba1.81 Ca0.37 Cu2 Gd1.82 O11 Ti2,9
Ba2 Cu2.91 O6.88 Y1 Zn0.09,8
Ce1 Co3 Ga2,5
Ni0.9 Sb1 Zr0.1,2
Cd6 Er1,8
Ca1.333 La2.666 Ni2.666 O11.997 W1.333,6
Cr1 La1 S3,5
Al1 Cu0.3 Ni0.7 Pr1,4
Fe9.84 Sc1 Si2.16,4
Ce1 Ge1 Pd2,3
Cu1.14 Se16 Sm10.26,2
Al1 As2 Cs3,12
Cu0.87 La1.85 Ni0.13 O4 Sr0.15,4
