formula,target
Ca0.73 Cu2 O3 Sr0.97,3.34
C5 H17 Mo2 N3 O14,2.21
As1 Cr0.9 Ti0.1,6.81
H42 Al12 Na4 Ni3 O78 Si12,2.0
Fe1 La0.6 O4 Sr1.4,5.74
Cd1 Ge2 O5,6.28
Cd1 In1 Sm1,8.19
Cl12 Te4 W2,4.27
Ba1 O3 Sb0.01 Sn0.99,7.24
C2 H13 Ca1 Cl1 O7,1.55
H166 Al92 O475.6 Si100 Zn54.6,1.82
Li0.86 Mn1.14 N1,4.2
Cu0.5 Mg1.5 S4 Sn1,3.68
Co1 Nd0.9 O4 Sr1.1,6.6
H2 B5 La1 O10,3.39
Fe0.65 Pt0.35,12.87
Cu0.925 In0.925 Mn0.15 Se2,5.63
C2 Al1 Mo2 Ti1,6.65
H3.14 Cl6 In1 K3 O1.57,2.48
Fe1 Mo1 N0.57 O5.43 Sr1.97,5.67
H4 N2 O10 Zn3,3.45
Al17 Pd8 Si4,5.26
H9.2 Mg13.4 O38 V8,3.06
Cd0.86 Pb0.14 Te1,6.4
Ba2 Ca1 Co1 F14 V2,4.48
Na2 O11 Ta4,7.75
Al2.15 Ba0.837 O16 Rb0.48 Ti5.85,4.26
Co0.924 Mg0.744 Mn1.008 O4,4.5
C1 Fe14 Tb1.86,7.91
Bi7 Cs3 Se12,6.37
Nd1 Se1 Te2,7.03
Co1 Ga12 U4,9.9
H6 Fe0.11 Mg6.89 O14 Si2,2.97
H11 N2 O4 P1,1.35
B1 Eu1 O3,6.13
C16 Fe4 O16 Pb1,2.32
Cs1 Cu1 F6 Fe1,4.35
C1 H6 Cl1 N2 Na1 O2,1.54
Al0.2 Co1.8 Lu1,10.37
Ag0.842 Al0.158,9.37
O12 Rb2 Se4 Zn3,3.99
Bi1 Ni2 O9.54 Sr5,6.03
Ba1 Ni10 P6,6.59
Mg1 O7 Si1.64 Ti1.31,4.3
Pd2.4 Rh1.6 Se8,7.64
Al1 Ca1 F2 Fe10 K1 Mn3 Na5 O48 P12,3.59
Ag4.96 Te3,8.02
Bi8 Cr1 O15,8.42
H2.54 Al1.48 Be2.46 Ca4 O28 Si9.06,2.74
Ga1 Se8 V4,5.79
B6 Ge2 O16 Sr3,4.12
Ag1 O4 S1,4.51
H6 Ba1 O8 Si2,3.1
H26 B12 Li2 O7,1.14
B1 Br20 K8 Zr6,3.86
Al43 Mo4 Yb6,4.64
C7 Re2 Sc5,6.65
Al1.47 Ba5 O13.5 Ru1.52 Y2,5.7
C1 Ca1 N2,2.29
C10 H2 K1 O8 S4,2.02
H4.4 Co3 Dy1,8.38
O4 Rh1 Sb1,7.2
Cd0.056 Pb0.944 Te1,8.21
Ba0.37 Ca0.31 Cd0.025 La0.35 O2.775 Ti0.81,5.09
Ag18.56 Li33.44,4.18
Cs4 Sn23,6.12
H8 O10 Se1 U1,3.71
Co0.137 Li1.137 Mn0.473 Ni0.252 O2,4.39
Br1 Li6 P1 S4.2 Se0.8,2.3
Ca1.998 F0.996 N1.053,2.99
Co1 Mn2 O6 Te1,5.49
In5 Se7 Tl1,6.59
Ba4 K2 Nb10 O30,5.34
I5 K2 N1 O1 Ru1,4.2
Lu5 Mo2 O12,8.74
H12.6 As4 Fe6 O25.2 S1.3,3.24
Ce0.05 Co1 O2.76 Sr0.95,5.63
Ge0.9 Mn1 Si0.1 Yb1,8.69
Al1 F6 K1 Ni1,3.25
Al1.8 Ca2 Co0.2 O7 Si1,3.11
Cu0.09 Ni2.91 Ti1,7.87
Dy1 Na1 S2,4.56
O3 Pr2,7.0
Cu2.11 In0.89 O6.98 Sr2 Y1,5.83
Ba6 Cl2 Eu1 F12,5.23
Fe1.38 Li0.5 O4 V1.12,4.64
K2 O10 U1 W2,6.15
H16 Al92 Na32 O408 Pd30 Si100,1.68
B2 Mn1 O4,4.0
Al0.9 Ba0.03 La0.87 Mg0.1 O3 Sr0.1,6.39
Ba1 Hg1 Sn1,7.62
Eu2 Fe2 O6 Sr1,6.66
Ca1 O6 Sr2 Te1,5.24
C1.5 La1 Mn11,6.93
O3 Pb1 Sr1,7.83
H0.6 Cu1 Mg3,3.66
Mg1.934 O4 Si1,3.2
Ga2 O6 Te1,6.47
Ba1 Ge1 Li2,3.7
I12 Zr6,5.66
Ni1 Sb1 Y1,7.11
Dy0.53 N1 Th0.47,10.65
C24 H60 F4 Ga4 N4 O16 P4,1.88
C1 H6 Cl6 N3 Sb1,2.2
Ca0.4 Gd1.6 O6.88 Zr2,6.44
H235 Fe27 K10 Na16 O338 P8 W49,4.03
B6 Br1 K0.8 Na2.2 O10,2.65
Fe0.55 Li0.434 Mn0.45 O4 P1,3.55
Ba1.02 Cr2.16 Fe0.26 Nb0.032 O28.98 Si1.96 Ti5.69 V5.87,4.64
Ce1 Ir1 Si1,9.64
Ba3 O9 Ru2 Sm1,6.77
H1 Ca2 Fe1.73 O15 Sc0.27 Si5,3.29
Ag2.545 Al22 O33.914,3.84
As9.1 Ge2.9 Ni4,6.58
N1 Pu1,14.52
C8 I2 Mn2 O8,2.65
C0.53 Ca9.74 F2.05 O23.39 P5.45,3.11
Cu2 Hg1 Se2,8.09
H12 Cl6 Mg1 O6 Te1,2.11
Ge1 Sb4 Te7,6.65
Co1 Ni1 Ta4,14.99
Ba3 Eu1 O12 P3,4.9
La0.7 Mn1 O2.8 Sr0.3,6.23
Ca4.364 Ce1.108 F3.9 Na1 O14 Si4 Ti1.259,3.53
H465.28 Al88 Cd48.96 O616.64 Si104,2.3
Co0.13 Li1 Mn0.54 Ni0.13 O2,4.18
Na3.16 O4 U0.84,5.06
Cu2 Eu0.95 O8 Sr2 Ta0.97,7.13
K4 O7 P2,2.56
Fe0.65 Li0.7 Mn1.6 O4,4.46
Ge2 Hg3 K2 Se8,5.66
Cu2 P8 Zn1,3.86
H0.46 Al3.2 Ca2.4 F1.54 Fe0.44 K0.12 Mg3.72 Mn0.08 Na0.34 O22.46 Si5.64,3.18
C1 H1 I3 S24,2.51
Ba2 Cu1 O6 Te0.9 W0.1,6.71
H1.54 Al1.92 Ca0.01 Fe1.44 K0.93 Mg0.84 Na0.03 O12 Si2.62 Ti0.16,3.12
Bi13.6 O27 W2.3,8.74
Cd2 P2 Se6,5.2
Cl6 Pd6 S6,4.37
Co2 Fe0.45 Ge1 Ti0.55,8.28
F1 O5 Pr2 Sb1,7.15
Cu0.65 Fe0.35,8.36
Al0.14 B3.92 Cr0.71 Fe2.04 Mg4.61 O16 Si0.08 Ti0.5,3.67
Cd1 Cr2 S3 Se1,4.69
H2 Fe1 K1 O9 S2,2.84
Ba5 Mn3.9 O15 Sn1.1,6.34
Ba1.25 Ca0.48 Cu3 La0.98 O6.94 Pr0.23,6.32
In1 Pd2 U2,12.18
K1 Li1 Te1,3.21
Cs3 Ge3 Nd1 O9,4.63
C2 Cr3,6.68
Nb0.87 O2 V0.13,5.74
Ni3 Ti0.05 Zr0.95,8.47
Ga2 Th1,9.33
Ir1 Mg3,5.99
Br23 Gd16 Ru4,6.03
Bi1 O3 V0.5 Zn0.5,7.66
C12 H29 Gd2 K3 O50.5 Ru6,2.77
Cs1 Mo2 O11 P2,3.82
Cu1 Er1 Pb1 S3,6.93
Bi1 I3,5.8
Co0.1 La0.67 Li0.19 O3 Ti0.9,5.42
K0.5 Na0.5 O12 P3 Ti2,2.97
C2.04 Ce4 P1.98,6.31
H3 Al1 Na2 O14 P4,2.62
P1 Ta2,13.83
Ca1 Cu0.9 Ge2 O6 Zn0.1,4.85
Al10 Ba8 Si36,3.46
C6 H80 Ce2 N3 Na7 O102 W22,3.68
C2 Cu1 F6 O6 S2,2.71
B2 Sm1,7.49
Mo1.023 O8 W0.977 Zr1,4.32
O3 Sn1 Ta1,9.88
Al67.24 Fe28 Ti24,4.47
C1 H18 Cr1 N3 O14 S2,1.9
Ni5 P2,7.71
Ag1 Bi12 Cu6 Pb1 S22,6.94
As2 Eu2,6.4
Cu0.52 Sn3 Ti5,6.49
C5 H9 Cd1 Cl1 N2 S3,1.93
H3.41 Al6.24 B3.09 F0.19 Fe1.94 Li0.021 Mg0.7 Na0.96 O30.81 Si5.8 Ti0.21,3.2
Au0.22 In0.22 Li0.56,7.12
H1.58 Al3.7 Ca1.95 Cr0.07 F0.42 Fe0.22 K0.17 Mg3.35 Na0.87 O23.58 Si5.5 Ti0.16,3.12
In0.708 Mo15 S19,4.98
Cl10 N2 S2 Sb2,2.64
C1 Gd2 I1 N3,6.75
Co1 Dy0.2 O2.725 Sr0.8,6.03
H8 Br6 N2 Se1,3.45
Cr4 K3 O16 P1,2.57
P1 Si1,2.4
Ga1.15 Mn2.85,7.26
Ce1 Cs1 Ge1 S4,3.95
H16 Ca4 O16 Si2,2.26
Ag0.03 Cd0.985 O1,8.35
Eu0.34 Mg2 Y0.66,3.29
B5 Ba8 F1 N10,4.74
Fe1.34 Ga1.34 O6.03 Sc1.34,4.93
Fe1 Zn1,7.72
Cd0.503 Mg0.497 Te1,4.87
Bi1.938 Te3 Yb0.062,7.71
B1 Fe11.2 Mn2.8 Y2,7.15
Pd1 Ti1,8.24
La2.06 O7 Zr1.94,6.04
H2.72 Li0.14 Y0.86,3.67
Cl2 Nd4 O1 S4,5.32
B2 Cr1 Fe1,6.39
C4 H7 K1 O10,1.86
C2 B6 Ca10 N10,2.58
Fe2 Ge2 Y1,7.02
Er1 P1 S4,4.07
Ag4 Ga2.4 In1.6 Se8,5.19
Ni1.071 Sn1 Ti1,7.28
Cr1 O6 W1 Y1,6.82
C3 Np2,12.74
Fe1 Nd0.9 O4 Sr1.1,6.18
La0.63 Te6 Tl9.37,8.9
Ba4 Cu3.71 Ge2 Te9,5.85
Ca0.9 Mn1 Nd0.1 O3,4.85
Ni0.1 O2 Sb0.2 Ti0.7,5.02
Gd3 Rh4 Sn13,8.97
Bi18 O42 P4 Pb5,8.66
Gd3.09 Ge3 Sc1.91,7.0
Fe15 Ga2 Ho2,8.27
Cr3 O8 P2,3.76
Br1.2 Cl2.8 Cs2 Cu1,3.8
H12 B3 Li1 N2,0.96
Ba1 Be2 O8 P2,3.51
Co1 Fe1 Hf0.8 Ta0.2,11.73
H94 Co4 Na14 O122 Si2 W20,4.01
Au1 Dy1 Sn1,11.62
Mn1 O1,5.37
Cu1 Se6 Tb3,7.34
Sn3 Ti5,6.47
H1.5 Cs1 O7.25 S1 U1,4.52
Ag9.99 Mg3.01 Pr4,7.68
In2.98 Rb0.88 S5,4.34
B6 Ca1 Li1 Lu5 O18,6.06
H6 Fe0.133 Mg6.867 O14 Si2,2.98
Li1.96 O5 S2 Ti2 Y2,4.2
Ca1 La1 Mn1 O6 Sn1,5.99
O6 Se2 Sr1 Zn1,4.35
Al1.1667 Li2.8333 O4 Sr0.8333,3.17
Ce5 Ge2.25 Si1.75,6.26
Ag1.09 As3 Mn3.46 O12,4.92
La2 O6 Rh1 Zn1,7.17
Cr11 Fe13 Mo3 Ni3,8.06
Co0.35 Mn0.6 Ti0.05,7.44
Cl1 Cu3 K1 O9 S2,3.57
Ce1.662 Co9 Mg1.338,7.85
Co2.42 O4 Zn0.58,6.14
Cl1 Fe3 O10 Te3,5.1
Cs4 Fe2 O5,4.98
Ca1 Cl1 F1,3.04
Bi0.2 In0.2 O3 Pb0.8 Ti0.8,8.07
H10 B4 Cs2 O12,2.69
Ge1 Mn1 Pd2,9.57
Cd1 Hf2,12.27
Lu1 Se1,9.75
Ba2 Bi0.667 O6 Te1,6.94
H47 B2 K17 Mo13 Na2 O147 W24,3.55
Fe2 Rb6 S6,3.21
Ca10 Cl2 O21 Si6,2.94
Ba0.04 Bi0.02 K0.46 Li0.02 Na0.46 Nb0.92 O3 Ti0.04 Zr0.04,4.64
Ge4 Rh6 Sm1,10.29
Nb1.92 O6.58 Pb0.82 Sn0.88,6.27
Co4 Mg1 Tb1,7.86
H2 N5 O10.5 Pb1 Ru1,3.34
Rh1 Sc1,7.37
Ca1 Ga0.2 Si0.8,2.63
As2 Cu1 Fe0.46 Hg0.38 S6 Tl1 Zn1.16,4.92
Cl3 Cm1,5.95
Co9.92 Nd1 Ti2.08,8.1
Fe1 Nb4 Te4,6.8
Li2 O2 Pd1,4.86
Ag1 Ga1,9.25
Ag1 K3 O2,3.35
Cl5 Eu1.37 K1.63,3.45
Cu0.8 Ge3 Sm2,7.81
Ba3 Bi2 O16 P4,5.5
Cl2 I1 N3 S4,2.58
H3.54 Al0.138 As2 Fe0.862 Na1 O8.77,3.17
Na1 O6 Ta1 W1,5.63
Ca1.155 O0.728 S0.994 Zn0.989,3.69
C11.5 H47.5 Mo5 N5.5 O23.5 P2,2.13
H1.16 Al1.08 F0.3 Fe0.6 K1 Mg2.06 O11.7 Si2.92 Ti0.34,3.01
Cl1 Cs1 Cu5 O10 V2,4.23
Co0.29 La1 O3 Rh0.71,7.52
Te2 Tm1,8.87
Ce1 Fe1.67 Si0.33,8.3
C1 Hf1 N1 Zr1,10.06
Al1 Cu0.1 Ni0.9 Pr1,6.43
H8 Au2 Ba1 N24 O4,3.07
H46 Al12 Cu2 N10 O52 Si12,1.62
H23.36 Al1.026 Mg2.074 O33.64 Si8,2.41
Al0.05 Co0.15 Li0.98 Ni0.81 O2,5.1
Ga5.28 La3 O14 Si0.48 Ta0.24,5.95
C76 H376 Ce10 K12 N22 Na12 O372 Sn16 Te10 W82,3.07
B1 Gd0.63 Si0.23,7.12
O4 Sr1 Tb2,7.46
Se3.16 Sn1.16 V1,5.99
Ca0.5 Cr0.5 La0.5 O3 Ti0.5,5.41
Cd3 O15 P4 Pb2,5.95
Ca0.098 Eu0.902 Ga4,6.75
Fe0.6 Mg1.4 O6 Si2,3.46
B2 K1 Li2 O6 Y1,3.15
B6 Cr2 Sm1,6.26
Ba7 K2 O40 Si16,3.54
Bi0.05 Ca0.35 La0.6 Mn1 O3,6.11
H104 Ca6 O124 W22,3.79
Eu0.62436 Mg17 Sr1.26764,2.07
Bi10 Ca11,6.33
Co13 Fe4 Nd2,8.33
Ag1 Mn2 O10 V3,2.1
Cu13 Fe2 Ge2 S16,4.47
C4 F12 O4 Sb2 Te3 W1,4.13
O16 P4 Zr3,4.35
Fe7 O10 Si1,5.05
Ga2 Gd2 Mn15,7.56
F6 Na2 Ti1,2.93
Eu3 Ga4 Ge6,6.78
H4 Ba2.55 Ca1.6 F8 Fe7.83 K1.3 Mn8.17 Na2.3 Nb0.68 O68 Si16 Sr0.1 Ti7.2 Zr0.12,3.81
La0.64 Li0.08 O3 Ti1,5.28
Cl1 Li1 N1 Ti1,3.33
Ba1.924 Cu3 O7 Pr0.938 Y0.138,6.71
C20 H24 N14 O4 S12 Sb6,2.19
C4 H12 Hg1 I3 N1,3.26
Er4 O4 Se3.02,8.44
C12 H59 Mn4 O65 Ru6,2.33
C4 Ag1 N3,2.6
Al2 O4 Zn1,4.61
Al1 Cu2.9 Ni0.1,7.24
Al57 Mn12,3.58
H25 Al3 O37 P8,2.32
Cr0.5 Mn0.5 Sb1,7.06
Ni8 Zn44,7.82
Al1.92 Ga3.07 Gd3 O12,6.6
Ba1.6 Ca0.35 Cu3 O6.075 Sr0.4 Yb0.65,6.44
Nb1 Nd0.92 O4 Y0.08,6.31
H8 Ca1 O10 V2,2.42
Au2 In1.13 Li0.87,12.82
Na1 O12 Pb1 Re3,5.74
Na2.41 O12 P1.14 Si1.88 Zr2,3.17
Al86.63 Pd23.72 Ru14.23,5.57
In0.03 O4 Sn0.47 Ti0.47 V0.03 Zr1,5.7
Ni3 O6 Te1,6.4
Co1.75 Ni0.25 Se2 Tl1,7.93
Fe0.94 O4 Sb1.06,6.23
C1 Al2 Ta3,11.6
H1 O10 P3 Pb2,5.31
Ga1.33 Se2,5.2
H11 As1 Fe2 O14 S1,2.61
H0.006 Ca2.997 O8 P2,3.07
Ba1 F1 Mn0.5 Te1,5.37
C19 H42 N9 O2 S6 Sm1,1.42
H8 Co1 O14 P2 V2,2.87
Cr6 Gd1 Ge6,7.81
Ge1 Si1 Th3,10.22
Fe2 O1 Se2 Sr1,4.87
Ca4 Na1 Nb5 O17,4.5
Ca1 N2 O6,2.47
C2 Ho2 Re1,11.1
Bi0.825 Fe1 O3 Pb0.175,8.39
C1 H4 N2 Se1,2.09
C0.275 N0.218 Ta1,14.44
Al8 Co2 Sm1,4.56
Ba1 Mn1 O2.81,6.03
Lu1 Mn6 Sn6,8.55
C12 H2 O12 Rh2 Ru2,2.56
C6 H6 Au3 N6 O3 Sm1,4.52
H9 N1 O11 P2 V2,2.64
Ag0.372 Te2 Zr1,7.18
H8 O12 Rb1 S2 Sm1,3.08
C4 H11.44 Bi1 N1 O11.72,2.48
Br1 Nd1 O3 Te1,5.97
Co12 Mg2 P7,6.55
Dy4 Te9,7.47
Pd1 Si1,7.66
Cs1 Ge17 Na2,5.06
Cr2 Cu26 Ge6 S32,4.55
H18 Al0.8 Ca1.1 Fe3.7 K0.1 Mn0.4 Na0.8 O32 Si8 Ti0.1,2.79
H161 Cu4 Na3 O186 P4 W30,3.96
H1.35 Al0.65 Mg0.35 O4 Si1,3.55
Mo1 O4 Pb0.6 Sr0.4,5.98
Cr1 K1 O7 V2,3.86
As3 Cd2 I1,6.05
Ba2 Cu3 O6.97 Tm0.962,7.1
Fe1 S8 V4,4.07
In0.1 Ni0.9,24.9
C12 Fe2 N12 Pt3,2.05
Cr1 K2 O12 P3 Ti1,3.27
B1 S3 Tl1,4.82
Ba1 Na1 S3 Sb1,3.88
H10 Mn1 O9 S1,2.11
Cl3 Na20.5077 O40 S10 Zn1,2.64
Gd1.96 Lu0.04 O6 W1,8.34
Cr1 O13 P2 Pb5,7.46
Ag1.2 Li2.5 Mn8 O16,4.9
B2 Ga1 Ir5 Mg2,14.27
Al1 Cr0.5 Cu0.5 S4 Ti1,3.52
O1.75 Y0.5 Zr0.5,5.55
Ge1 Mn1 O6 Te1,5.75
Au3 Zn1,16.76
H1 In1 K2 O11 Si4,3.12
Ni1 O4.08 Pr0.8 Sr1.2,6.36
Mn12 P7 Th2,7.6
Al1.167 Li2.833 O4 Sr0.833,3.15
As2 Mn1 S5 Tl2,5.29
Mn0.96 Nd0.965 O3,6.83
Cu2 Pr4 Rb2 S8,4.6
Ca4.841 F0.987 O12 P2.802,3.1
Al0.26 Fe0.05 O5 Ti2.66 Zr0.03,3.99
Ni0.8 O4 Sn1 Zn1.2,6.42
Ce5 Rh0.453 Si2.547,6.35
C1 H38.072 B21.996 Na3,1.18
Cu0.8 Li1.2 O6 Ta2,8.04
H1.2 Ca9.94 Cl0.32 O25.7 S3 Si3,3.07
C11 H2 O11 Os3,3.4
Mo1 Na1 O6 V1,3.8
Sb2 V1,8.08
Hg2 P2 S7,4.56
Ce2 Ni3.2 Pt0.8 Y2,7.77
O8 Ta1 Tl1 V2,5.55
Hf0.013 V0.987,6.29
Al1 Ba0.22 F1 O4 Sr2.78,4.92
B48 Li56 Ni48,3.94
Cu1 La0.75 O5.02 Sr1.25 Tl1,7.39
Ho1 Ni5,9.34
Cl1 Cu3 Lu1 O8 Se2,5.6
Ba1 O3 Y0.1 Zr0.9,6.18
H4 Co1 I4 K2 O14,4.09
Ce0.26 Ga2 Li0.74,4.31
Ir32.5 P26 Sm15,12.64
B29 F1 Mg6 O58 Rb18,2.9
F10 K1 Lu3,6.8
H1.28 Ca1 F1.72 K1,2.18
In1 La1.2 Mn1 O6 Sr0.8,6.58
Cu1 Mn1 O3 S1 Sr2,5.3
Ca1.864 Cu3 O9 Pb0.5 Sr2 Tl0.636,6.12
Al6 Br1.82 Na7.84 O24 Si6,2.42
Al1.9 Ce1 Fe0.1,5.01
Co1.86 Fe0.14 Ho1,10.16
Au1 Ho1 Ni4,11.56
C2 H8 Bi1 Ge1 N1 S4,3.16
Cl1 Eu1 O1,6.42
Au1 Mn1 Sb1,9.59
Br0.2 Cl0.8 K1,2.16
Al3 Nb0.715 Ta0.285,5.25
Bi0.5 K0.5 Mg0.01 O3 Ti0.99,5.92
C0.71 H0.27 Hf1,12.47
Ge2 W1,11.98
Al4 O15 Sr6 Y2,4.5
Au0.991 Cd1.778,12.15
Al3 La0.6 Pr0.4,4.2
Ca1.98 Gd7.02 O5 Sb5,6.94
Ba1 P4 Pd2,5.68
H3.52 K0.12 N1.88 O3,1.74
Ce1 F1.291 N0.222 O0.647,6.24
C2 H12 Ga2 Ge3 N2 O10,2.93
C0.792 H2.48 Ca9.442 Mg0.05 Na0.213 O25.688 P5.208,3.02
H17 Cl1 Co1 N5 O4 S2,1.91
C4 H10 Fe1 N2 O9,2.14
H1.2 Ca9.56 Ce0.7 F3.44 Fe0.41 La0.13 Mg0.4 Mn0.016 Na5.04 Nb12.98 Nd0.33 O51.87 Sr0.22 Ta0.048 Te0.016 Th0.34 Ti1.99 Y0.016 Zr0.5,4.47
C1 H197 Bi10 Na22 Nd3 O242 W37,3.99
H2.00002 Al0.36364 Mg0.63637 O2.00002,1.12
Ge6 Ir7 Tb4,13.85
Ba2 Cu2.75 O6.2 Sm1,6.58
Er1 Fe2 Ge2,8.71
Gd1 O4 Ta0.999 Zr0.001,8.82
Ba1 Pd2 Sb2,8.2
Al6 Dy1 Mn6,5.52
H1 Fe1 O6 Te2,5.28
Cr5 Se8,5.85
Rh5 Tb1,11.26
C3 H10 Ag1 N7 S3,2.03
Al1 O4.63 P1,1.83
Cu0.75 Fe0.25 S2,4.45
Ge4 Ru2 Sm3,8.67
Cu0.73 La1 Mo0.25 O3 Zn0.03,5.77
Hf10 Ni1 Sb18,10.06
Ga0.091 S1 Zn0.864,4.02
Er2 Mn1 Ni1 O6,8.41
H2 Ca1 Cs1 N9 O1,2.47
Cl2 Cr3 F6 K2,3.08
Er4 Ge3 La1,8.83
Li1 Mn0.4 Ni0.6 O2,4.63
Cs1 F12.5 Th3,6.93
Al11.6 La0.85 O18.675,4.13
Ba1 Cu3 O7.36 Pr2,6.96
Li1 O7 P2 Sc1,2.74
B2 Fe2 Ho1,8.45
H10 Na2 O5 S1,1.59
Fe1 Ni3,8.59
Ba2 Gd0.67 Mn2 Te5,5.68
La0.6 O3 Sc1 Y0.4,5.43
H38 K3 Mo12 O59 V1,3.16
C1 H3 Al6 Ca0.07 K0.35 Na7.06 O28.5 Si6,2.25
Ge2 Mn1 S14 Sm6,5.14
Eu2 Na4 P4 Si1,3.41
H1.96 Na0.06 O15.9 Rb1.78 Si6 Zr1,2.92
Al0.5167 Cr1.387 Fe0.381 Mg0.5959 Mn0.0056 Ni0.0034 O4 Ti0.0045 V0.004,4.36
H63 Mo12 O70 P1,2.48
Al2 Ca3 O12 Sn2 Ti1,4.42
H4 K2 O9 Sr1 Ta2,5.61
H12 N4 O8 S2 Zn1,1.99
As3 Mn3.28 Na1.72 O12,4.33
Ce0.425 O2 Th0.575,8.88
Ba2 Cu3 O6.87 Pr1,6.67
La0.6 O3 Sr0.1 Ti1,5.34
Cr2 Si0.2 Ta0.8,10.12
In2 Mo3 O12,3.93
H1.44 Al3.856 Fe0.772 Mg1.176 O18.72 Si4.878,2.61
Ag1 Ba1,5.71
C4 H20 Cd2 N8 O8 S4 Se2,2.36
As2 Ce1 Rh2,9.05
Cu0.6 Dy1 Ga1.4,8.44
Ga2.31 Ge0.69 O4.84,5.03
Ge0.5 Si0.5 Th2,10.38
C10 O10 Re2,2.91
Ag3 Mg1,8.33
Cl4 Cs2 Yb1,3.8
Ce2 Fe0.75 O2 Se2 Zn0.25,6.15
Ca2.956 F6 Mg0.64 Mn1.01 Na17.044 Nb0.36 O40 P6 Si4 Ti2.69 Zr0.25,2.99
H6 Mo5.5 N1 O18,3.86
C1 H4 Ag3 Cl2 N1 O10,3.54
Bi6.154 O16 P2 Ti0.846,8.03
Ca0.1 Er1.9 O2.95,9.05
Ba1 Bi0.88 O1 Sb1.12 Ti2,6.73
C16 H36 Ce2 Cu1 O34,2.24
Ba3 Cl2 Ge3 K2 S9,3.5
K3 P1,1.75
H46 Co1 K1 N9 O48 W11,3.95
Au1 Rb2 S4 Sb1,4.17
H1 Cu1 I1 O4,4.9
Al7 Cu2 Fe3 U1,6.26
C4 H8 F6 Mg1 O8,1.77
H12 Mg1 O9 Se1,2.09
B2 Nb2.01 Ru5 Ti0.99,9.75
Ga1.77 Ni12 Pu8 Si18.23,8.95
Bi1 O6.62 Os2 Tl0.97,10.71
F0.8 Li3.2 Nb0.8 O3.2,3.68
K2 Mn1 Se4 Sn1,4.06
Ba2 Mn1 O6 U1,7.26
B15 Ca1 K6 Li1 O30 Sc2,2.4
Cd1 Pr2 Se4,6.65
Er0.8 O4 Si1 Th0.2,6.14
Ce1 Sb2 Zn0.65,7.14
Fe2 O6.74 Sr3,5.32
Au2 Eu1 Ge2,11.09
Eu1 Ru1 Sn3,8.7
Cr0.94 Si2 Ta0.06,5.27
O1.95 Zn0.05 Zr0.95,6.07
H4 N1 O7 P2 V1,2.7
Al0.03 Fe0.97 O3 Tm1,8.17
Ba2 F9 Ni2 Rb1,5.28
Mg1 Pr1 Sn2,6.43
Fe0.2 Li1 Mn0.8 O2,4.72
Cs0.2 Fe0.8 La0.8 Ni0.2 O3,6.69
Al10 Ca1 Cr2,3.16
H15.24 O46.12 P1 W12,5.52
Mo0.06 Nb0.92 O0.02,8.46
Cu1 Fe0.99 Mg0.01 O2,5.5
Pb1 Se1 Sn1 Te1,7.38
Bi1 Se1.5 Te0.5 Tl1,8.36
Be1,1.85
Ni2 P1 Si1,5.83
Al5.1 Na7.7 O27.52 S3.16 Si6.9,2.32
Li0.138 Na0.862 Ni1 O2,4.74
Fe0.12 In1 Sc1.88,5.04
Be4 Mo1 Nb1,5.65
La4 Mn1 O1 Se6,6.26
Cd0.2 Mn0.8 O1,5.98
Ca1 In1 Pt1,8.74
N2 Ni1 O6,3.11
Li8 O6 Si1,2.2
O3 Pb1 Ti0.129 Zr0.871,7.96
H1.4 Fe1 Ti1,5.7
Ba2 Ca0.1 Ce0.1 Cu3.86 O7.76 Y0.8,6.0
Pt2 Sn3,11.75
Ca0.5 Mn0.5 O1,4.23
Cu0.24 Er3 Ga1.76,8.88
Eu1 Se4 Yb2,7.12
B1 In3 Ir3,13.27
Li2 Mg1 O12 Si5,3.44
Ba5 Co5 O14,6.06
Ce0.2 Co0.2 Mn0.8 O3 Sr0.8,5.94
H64 Er3 O94 P2 Ta3 W15,3.77
Fe0.31 Ga2.46 Se4,5.35
Br1 Li6.35 P0.65 S5 Si0.35,2.06
Ca1 Cu2.3 Fe0.7 O12 V4,5.29
C0.7 B36 Mg3 Si9.3,2.53
Cr6.5 Ni2.5 Si1,7.24
Fe0.333 S2 Ti1,3.75
Al16.008 Er2.668 Pt6.003,8.26
Na0.54 O3 W1,7.23
Cr3 Si1 Ta2,10.92
Na2 Nb20 O36 Sc4,5.42
Ba3 Cl1 N10 P5,4.34
Ce2 Ge5 Li1,5.7
Fe0.5 Se2 Si1,5.19
Co3 In2 S2,7.01
Ca13.36 Mn1 Sb11 Tb0.64,4.34
Cr0.5 Li0.963 Mn1.5 O4,4.43
In5 S13 Y4,4.6
Co2 In4 Lu3,9.47
B2 Re0.52 W0.48,12.31
As2 Cs2 O9 U1,4.96
Ba2 Cu3 O6.87 Y1,6.4
Bi0.65 Fe1 Ho0.15 La0.2 O3,7.98
Eu1.125 Li3.5 Mo4 O16 Y0.375,4.54
Dy2 Mn1 Ni1 O6,8.14
B6 Nd0.6 Tm0.4,5.19
La2 Na2 O8.45 Ru1 Ti2,5.17
Pd29.75 Yb13 Zn23.25,10.56
Ir1 Li0.5 S2,8.22
O8 U3,8.4
Na8 O18 Si7,3.01
Ca0.17 Mg0.83 S1,2.71
Bi24.94 Mn1.06 O39.5,9.2
Eu0.24 Li0.16 O4 Sr0.6 W1,6.71
C0.66 N0.34 Nb0.66 Ta0.34,10.34
